 
HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code	   
G0344	00200	4	TO A NEW BENEFICIARY DURING THE FIRST 12 MONTHS OF MEDICARE ENROLLMENT																																														   
G0364	00100	3	BONE MARROW ASPIRATION PERFORMED WITH BONE MARROW BIOPSY THROUGH THE SAME	Bone marrow aspirate &biopsy	11				A																					C	YY	20080101					P6C		2					  0	20050101	20050101		N	   
G0364	00200	4	INCISION ON THE SAME DATE OF SERVICE																																														   
G0365	00100	3	VESSEL MAPPING OF VESSELS FOR HEMODIALYSIS ACCESS (SERVICES FOR PREOPERATIVE	Vessel mapping hemo access	11				A																					C							P9A		5					  0	20050101	20050101		N	   
G0365	00200	4	VESSEL MAPPING PRIOR TO CREATION OF HEMODIALYSIS ACCESS USING AN AUTOGENOUS																																														   
G0365	00300	4	HEMODIALYSIS CONDUIT, INCLUDING ARTERIAL INFLOW AND VENOUS OUTFLOW)																																														   
G0366	00100	3	ELECTROCARDIOGRAM, ROUTINE ECG WITH 12 LEADS; PERFORMED AS A COMPONENT OF THE	EKG for initial prevent exam	11				A																					C							T2C		5					  0	20050101	20090101	20081231	N	   
G0366	00200	4	INITIAL PREVENTIVE EXAMINATION WITH INTERPRETATION AND REPORT																																														   
G0367	00100	3	TRACING ONLY, WITHOUT INTERPRETATION AND REPORT, PERFORMED AS A COMPONENT OF	EKG tracing for initial prev	11				A																					C							T2C		5					  0	20050101	20090101	20081231	N	   
G0367	00200	4	THE INITIAL PREVENTIVE EXAMINATION																																														   
G0368	00100	3	INTERPRETATION AND REPORT ONLY, PERFORMED AS A COMPONENT OF THE INITIAL	EKG interpret & report preve	11				A																					C							T2C		5					  0	20050101	20090101	20081231	N	   
G0368	00200	4	PREVENTIVE EXAMINATION																																														   
G0372	00100	3	PHYSICIAN SERVICE REQUIRED TO ESTABLISH AND DOCUMENT THE NEED FOR A POWER	MD service required for PMD	13				A																					D						0128	M5D		1					  0	20051025	20051025		N	   
G0372	00200	4	MOBILITY DEVICE																																														   
G0375	00100	3	SMOKING AND TOBACCO USE CESSATION COUNSELING VISIT; INTERMEDIATE, GREATER THAN	Smoke/tobacco counselng 3-10	13				A																					C						0150	M6		9					  0	20050323	20080101	20071231	N	   
G0375	00200	4	3 MINUTES UP TO 10 MINUTES																																														   
G0376	00100	3	SMOKING AND TOBACCO USE CESSATION COUNSELING VISIT; INTENSIVE, GREATER THAN 10	Smoke/tobacco counseling >10	13				A																					C						0150	M6		9					  0	20050323	20080101	20071231	N	   
G0376	00200	4	MINUTES																																														   
G0377	00100	3	ADMINISTRATION OF VACCINE FOR PART D DRUG	Administra Part D vaccine	11				A							1861s10B														C							O1E		1					  0	20070101	20080101	20071231	N	   
G0378	00100	3	HOSPITAL OBSERVATION SERVICE, PER HOUR	Hospital observation per hr	00				9																					D						0107	M2A		1					  0	20060101	20060101		N	   
G0379	00100	3	DIRECT ADMISSION OF PATIENT FOR HOSPITAL OBSERVATION CARE	Direct refer hospital observ	00				9																					D						0107	M2A		1					  0	20060101	20100101		N	   
G0380	00100	3	LEVEL 1 HOSPITAL EMERGENCY DEPARTMENT VISIT PROVIDED IN A TYPE B EMERGENCY	Lev 1 hosp type B ED visit	00				9																					C							M3		1					  0	20070101	20080101		N	   
G0380	00200	4	DEPARTMENT; (THE ED MUST MEET AT LEAST ONE OF THE FOLLOWING REQUIREMENTS: (1)																																														   
G0380	00300	4	IT IS LICENSED BY THE STATE IN WHICH IT IS LOCATED UNDER APPLICABLE STATE LAW																																														   
G0380	00400	4	AS AN EMERGENCY ROOM OR EMERGENCY DEPARTMENT; (2) IT IS HELD OUT TO THE PUBLIC																																														   
G0380	00500	4	(BY NAME, POSTED SIGNS, ADVERTISING, OR OTHER MEANS) AS A PLACE THAT PROVIDES																																														   
G0380	00600	4	CARE FOR EMERGENCY MEDICAL CONDITIONS ON AN URGENT BASIS WITHOUT REQUIRING A																																														   
G0380	00700	4	PREVIOUSLY SCHEDULED APPOINTMENT; OR (3) DURING THE CALENDAR YEAR IMMEDIATELY																																														   
G0380	00800	4	PRECEDING THE CALENDAR YEAR IN WHICH A DETERMINATION UNDER 42 CFR 489.24 IS																																														   
G0380	00900	4	BEING MADE, BASED ON A REPRESENTATIVE SAMPLE OF PATIENT VISITS THAT OCCURRED																																														   
G0380	01000	4	DURING THAT CALENDAR YEAR, IT PROVIDES AT LEAST ONE-THIRD OF ALL OF ITS																																														   
G0380	01100	4	OUTPATIENT VISITS FOR THE TREATMENT OF EMERGENCY MEDICAL CONDITIONS ON AN																																														   
G0380	01200	4	URGENT BASIS WITHOUT REQUIRING A PREVIOUSLY SCHEDULED APPOINTMENT)																																														   
G0381	00100	3	LEVEL 2 HOSPITAL EMERGENCY DEPARTMENT VISIT PROVIDED IN A TYPE B EMERGENCY	Lev 2 hosp type B ED visit	00				9																					C							M3		1					  0	20070101	20080101		N	   
G0381	00200	4	DEPARTMENT; (THE ED MUST MEET AT LEAST ONE OF THE FOLLOWING REQUIREMENTS: (1)																																														   
G0381	00300	4	IT IS LICENSED BY THE STATE IN WHICH IT IS LOCATED UNDER APPLICABLE STATE LAW																																														   
G0381	00400	4	AS AN EMERGENCY ROOM OR EMERGENCY DEPARTMENT; (2) IT IS HELD OUT TO THE PUBLIC																																														   
G0381	00500	4	(BY NAME, POSTED SIGNS, ADVERTISING, OR OTHER MEANS) AS A PLACE THAT PROVIDES																																														   
G0381	00600	4	CARE FOR EMERGENCY MEDICAL CONDITIONS ON AN URGENT BASIS WITHOUT REQUIRING A																																														   
G0381	00700	4	PREVIOUSLY SCHEDULED APPOINTMENT; OR (3) DURING THE CALENDAR YEAR IMMEDIATELY																																														   
G0381	00800	4	PRECEDING THE CALENDAR YEAR IN WHICH A DETERMINATION UNDER 42 CFR 489.24 IS																																														   
G0381	00900	4	BEING MADE, BASED ON A REPRESENTATIVE SAMPLE OF PATIENT VISITS THAT OCCURRED																																														   
G0381	01000	4	DURING THAT CALENDAR YEAR, IT PROVIDES AT LEAST ONE-THIRD OF ALL OF ITS																																														   
G0381	01100	4	OUTPATIENT VISITS FOR THE TREATMENT OF EMERGENCY MEDICAL CONDITIONS ON AN																																														   
G0381	01200	4	URGENT BASIS WITHOUT REQUIRING A PREVIOUSLY SCHEDULED APPOINTMENT)																																														   
G0382	00100	3	LEVEL 3 HOSPITAL EMERGENCY DEPARTMENT VISIT PROVIDED IN A TYPE B EMERGENCY	Lev 3 hosp type B ED visit	00				9																					C							M3		1					  0	20070101	20080101		N	   
G0382	00200	4	DEPARTMENT; (THE ED MUST MEET AT LEAST ONE OF THE FOLLOWING REQUIREMENTS: (1)																																														   
G0382	00300	4	IT IS LICENSED BY THE STATE IN WHICH IT IS LOCATED UNDER APPLICABLE STATE LAW																																														   
G0382	00400	4	AS AN EMERGENCY ROOM OR EMERGENCY DEPARTMENT; (2) IT IS HELD OUT TO THE PUBLIC																																														   
G0382	00500	4	(BY NAME, POSTED SIGNS, ADVERTISING, OR OTHER MEANS) AS A PLACE THAT PROVIDES																																														   
G0382	00600	4	CARE FOR EMERGENCY MEDICAL CONDITIONS ON AN URGENT BASIS WITHOUT REQUIRING A																																														   
G0382	00700	4	PREVIOUSLY SCHEDULED APPOINTMENT; OR (3) DURING THE CALENDAR YEAR IMMEDIATELY																																														   
G0382	00800	4	PRECEDING THE CALENDAR YEAR IN WHICH A DETERMINATION UNDER 42 CFR 489.24 IS																																														   
G0382	00900	4	BEING MADE, BASED ON A REPRESENTATIVE SAMPLE OF PATIENT VISITS THAT OCCURRED																																														   
G0382	01000	4	DURING THAT CALENDAR YEAR, IT PROVIDES AT LEAST ONE-THIRD OF ALL OF ITS																																														   
G0382	01100	4	OUTPATIENT VISITS FOR THE TREATMENT OF EMERGENCY MEDICAL CONDITIONS ON AN																																														   
G0382	01200	4	URGENT BASIS WITHOUT REQUIRING A PREVIOUSLY SCHEDULED APPOINTMENT)																																														   
G0383	00100	3	LEVEL 4 HOSPITAL EMERGENCY DEPARTMENT VISIT PROVIDED IN A TYPE B EMERGENCY	Lev 4 hosp type B ED visit	00				9																					C							M3		1					  0	20070101	20080101		N	   
G0383	00200	4	DEPARTMENT; (THE ED MUST MEET AT LEAST ONE OF THE FOLLOWING REQUIREMENTS: (1)																																														   
G0383	00300	4	IT IS LICENSED BY THE STATE IN WHICH IT IS LOCATED UNDER APPLICABLE STATE LAW																																														   
G0383	00400	4	AS AN EMERGENCY ROOM OR EMERGENCY DEPARTMENT; (2) IT IS HELD OUT TO THE PUBLIC																																														   
G0383	00500	4	(BY NAME, POSTED SIGNS, ADVERTISING, OR OTHER MEANS) AS A PLACE THAT PROVIDES																																														   
G0383	00600	4	CARE FOR EMERGENCY MEDICAL CONDITIONS ON AN URGENT BASIS WITHOUT REQUIRING A																																														   
G0383	00700	4	PREVIOUSLY SCHEDULED APPOINTMENT; OR (3) DURING THE CALENDAR YEAR IMMEDIATELY																																														   
G0383	00800	4	PRECEDING THE CALENDAR YEAR IN WHICH A DETERMINATION UNDER 42 CFR 489.24 IS																																														   
G0383	00900	4	BEING MADE, BASED ON A REPRESENTATIVE SAMPLE OF PATIENT VISITS THAT OCCURRED																																														   
G0383	01000	4	DURING THAT CALENDAR YEAR, IT PROVIDES AT LEAST ONE-THIRD OF ALL OF ITS																																														   
G0383	01100	4	OUTPATIENT VISITS FOR THE TREATMENT OF EMERGENCY MEDICAL CONDITIONS ON AN																																														   
G0383	01200	4	URGENT BASIS WITHOUT REQUIRING A PREVIOUSLY SCHEDULED APPOINTMENT)																																														   
G0384	00100	3	LEVEL 5 HOSPITAL EMERGENCY DEPARTMENT VISIT PROVIDED IN A TYPE B EMERGENCY	Lev 5 hosp type B ED visit	00				9																					C							M3		1					  0	20070101	20080101		N	   
G0384	00200	4	DEPARTMENT; (THE ED MUST MEET AT LEAST ONE OF THE FOLLOWING REQUIREMENTS: (1)																																														   
G0384	00300	4	IT IS LICENSED BY THE STATE IN WHICH IT IS LOCATED UNDER APPLICABLE STATE LAW																																														   
G0384	00400	4	AS AN EMERGENCY ROOM OR EMERGENCY DEPARTMENT; (2) IT IS HELD OUT TO THE PUBLIC																																														   
G0384	00500	4	(BY NAME, POSTED SIGNS, ADVERTISING, OR OTHER MEANS) AS A PLACE THAT PROVIDES																																														   
G0384	00600	4	CARE FOR EMERGENCY MEDICAL CONDITIONS ON AN URGENT BASIS WITHOUT REQUIRING A																																														   
G0384	00700	4	PREVIOUSLY SCHEDULED APPOINTMENT; OR (3) DURING THE CALENDAR YEAR IMMEDIATELY																																														   
G0384	00800	4	PRECEDING THE CALENDAR YEAR IN WHICH A DETERMINATION UNDER 42 CFR 489.24 IS																																														   
G0384	00900	4	BEING MADE, BASED ON A REPRESENTATIVE SAMPLE OF PATIENT VISITS THAT OCCURRED																																														   
G0384	01000	4	DURING THAT CALENDAR YEAR, IT PROVIDES AT LEAST ONE-THIRD OF ALL OF ITS																																														   
G0384	01100	4	OUTPATIENT VISITS FOR THE TREATMENT OF EMERGENCY MEDICAL CONDITIONS ON AN																																														   
G0384	01200	4	URGENT BASIS WITHOUT REQUIRING A PREVIOUSLY SCHEDULED APPOINTMENT)																																														   
G0389	00100	3	ULTRASOUND B-SCAN AND/OR REAL TIME WITH IMAGE DOCUMENTATION; FOR ABDOMINAL	Ultrasound exam AAA screen	13				A																					D						0134	I3B		4					  0	20070101	20070101		N	   
G0389	00200	4	AORTIC ANEURYSM (AAA) SCREENING																																														   
G0390	00100	3	TRAUMA RESPONSE TEAM ASSOCIATED WITH HOSPITAL CRITICAL CARE SERVICE	Trauma Respons w/hosp criti	00				9																					D						0136	M5D		1					  0	20070101	20070101		N	   
G0392	00100	3	TRANSLUMINAL BALLOON ANGIOPLASTY, PERCUTANEOUS; FOR MAINTENANCE OF HEMODIALYSIS	AV fistula or graft arterial	13				A																					C							P1G		2					  0	20070101	20100101	20091231	N	   
G0392	00200	4	ACCESS, ARTERIOVENOUS FISTULA OR GRAFT; ARTERIAL																																														   
G0393	00100	3	TRANSLUMINAL BALLOON ANGIOPLASTY, PERCUTANEOUS; FOR MAINTENANCE OF HEMODIALYSIS	AV fistula or graft venous	13				A																					C							P1G		2					  0	20070101	20100101	20091231	N	   
G0393	00200	4	ACCESS, ARTERIOVENOUS FISTULA OR GRAFT; VENOUS																																														   
G0394	00100	3	BLOOD OCCULT TEST (E.G., GUAIAC), FECES, FOR SINGLE DETERMINATION FOR	Blood occult test,colorectal	21				A																					C							T1H		5					  0	20070101	20090101	20081231	N	   
G0394	00200	4	COLORECTAL NEOPLASM (I.E., PATIENT WAS PROVIDED THREE CARDS OR SINGLE TRIPLE																																														   
G0394	00300	4	CARD FOR CONSECUTIVE COLLECTION)																																														   
G0396	00100	3	ALCOHOL AND/OR SUBSTANCE (OTHER THAN TOBACCO) ABUSE STRUCTURED ASSESSMENT	Alcohol/subs interv 15-30mn	11				A																					C							M5D		1					  0	20080101	20080101		N	   
G0396	00200	4	(E.G., AUDIT, DAST), AND BRIEF INTERVENTION 15 TO 30 MINUTES																																														   
G0397	00100	3	ALCOHOL AND/OR SUBSTANCE (OTHER THAN TOBACCO) ABUSE STRUCTURED ASSESSMENT	Alcohol/subs interv >30 min	11				A																					C							M5D		1					  0	20080101	20080101		N	   
G0397	00200	4	(E.G., AUDIT, DAST), AND INTERVENTION, GREATER THAN 30 MINUTES																																														   
G0398	00100	3	HOME SLEEP STUDY TEST (HST) WITH TYPE II PORTABLE MONITOR, UNATTENDED; MINIMUM	Home sleep test/type 2 Porta	13				A																					C							T2D		5					  0	20080313	20080313		N	   
G0398	00200	4	OF 7 CHANNELS: EEG, EOG, EMG, ECG/HEART RATE, AIRFLOW, RESPIRATORY EFFORT AND																																														   
G0398	00300	4	OXYGEN SATURATION																																														   
G0399	00100	3	HOME SLEEP TEST (HST) WITH TYPE III PORTABLE MONITOR, UNATTENDED; MINIMUM OF 4	Home sleep test/type 3 Porta	13				A																					C							T2D		5					  0	20080313	20080313		N	   
G0399	00200	4	CHANNELS: 2 RESPIRATORY MOVEMENT/AIRFLOW, 1 ECG/HEART RATE AND 1 OXYGEN																																														   
G0399	00300	4	SATURATION																																														   
G0400	00100	3	HOME SLEEP TEST (HST) WITH TYPE IV PORTABLE MONITOR, UNATTENDED; MINIMUM OF 3	Home sleep test/type 4 Porta	13				A																					C							T2D		5					  0	20080313	20080313		N	   
G0400	00200	4	CHANNELS																																														   
G0402	00100	3	INITIAL PREVENTIVE PHYSICAL EXAMINATION; FACE-TO-FACE VISIT, SERVICES LIMITED	Initial preventive exam	11				A																					C						0153	M1A		1					  0	20090101	20090101		N	   
G0402	00200	4	TO NEW BENEFICIARY DURING THE FIRST 12 MONTHS OF MEDICARE ENROLLMENT																																														   
G0403	00100	3	ELECTROCARDIOGRAM, ROUTINE ECG WITH 12 LEADS; PERFORMED AS A SCREENING FOR THE	EKG for initial prevent exam	11				A																					C						0153	T2C		5					  0	20090101	20090101		N	   
G0403	00200	4	INITIAL PREVENTIVE PHYSICAL EXAMINATION WITH INTERPRETATION AND REPORT																																														   
G0404	00100	3	ELECTROCARDIOGRAM, ROUTINE ECG WITH 12 LEADS; TRACING ONLY, WITHOUT	EKG tracing for initial prev	11				A																					C						0153	T2C		5					  0	20090101	20090101		N	   
G0404	00200	4	INTERPRETATION AND REPORT, PERFORMED AS A SCREENING FOR THE INITIAL PREVENTIVE																																														   
G0404	00300	4	PHYSICAL EXAMINATION																																														   
G0405	00100	3	ELECTROCARDIOGRAM, ROUTINE ECG WITH 12 LEADS; INTERPRETATION AND REPORT ONLY,	EKG interpret & report preve	11				A																					C						0153	T2C		5					  0	20090101	20090101		N	   
G0405	00200	4	PERFORMED AS A SCREENING FOR THE INITIAL PREVENTIVE PHYSICAL EXAMINATION																																														   
G0406	00100	3	FOLLOW-UP INPATIENT TELEHEALTH CONSULTATION, LIMITED, PHYSICIANS TYPICALLY	Telhealth inpt consult 15min	13				A																					C							M6		3					  0	20090101	20090101		N	   
G0406	00200	4	SPEND 15 MINUTES COMMUNICATING WITH THE PATIENT VIA TELEHEALTH																																														   
G0407	00100	3	FOLLOW-UP INPATIENT TELEHEALTH CONSULTATION, INTERMEDIATE, PHYSICIANS TYPICALLY	Telheath inpt consult 25min	11				A																					C							M6		3					  0	20090101	20090101		N	   
G0407	00200	4	SPEND 25 MINUTES COMMUNICATING WITH THE PATIENT VIA TELEHEALTH																																														   
G0408	00100	3	FOLLOW-UP INPATIENT TELEHEALTH CONSULTATION, COMPLEX, PHYSICIANS TYPICALLY	Telhealth inpt consult 35min	11				A																					C							M6		3					  0	20090101	20090101		N	   
G0408	00200	4	SPEND 35 MINUTES OR MORE COMMUNICATING WITH THE PATIENT VIA TELEHEALTH																																														   
G0409	00100	3	SOCIAL WORK AND PSYCHOLOGICAL SERVICES, DIRECTLY RELATING TO AND/OR FURTHERING	CORF related serv 15 mins ea	13				A																					C							M5D		1					  0	20090101	20090101		N	   
G0409	00200	4	THE PATIENT'S REHABILITATION GOALS, EACH 15 MINUTES, FACE-TO-FACE; INDIVIDUAL																																														   
G0409	00300	4	(SERVICES PROVIDED BY A CORF-QUALIFIED SOCIAL WORKER OR PSYCHOLOGIST IN A CORF)																																														   
G0410	00100	3	GROUP PSYCHOTHERAPY OTHER THAN OF A MULTIPLE-FAMILY GROUP, IN A PARTIAL	Grp psych partial hosp 45-50	13				A																					C							P6D		1					  0	20090101	20090101		N	   
G0410	00200	4	HOSPITALIZATION SETTING, APPROXIMATELY 45 TO 50 MINUTES																																														   
G0411	00100	3	INTERACTIVE GROUP PSYCHOTHERAPY, IN A PARTIAL HOSPITALIZATION SETTING,	Inter active grp psych parti	13				A																					C							P6D		1					  0	20090101	20090101		N	   
G0411	00200	4	APPROXIMATELY 45 TO 50 MINUTES																																														   
G0412	00100	3	OPEN TREATMENT OF ILIAC SPINE(S), TUBEROSITY AVULSION, OR ILIAC WING	Open tx iliac spine uni/bil	13				A																					C						0155	P3D		2					  0	20090101	20090101		N	   
G0412	00200	4	FRACTURE(S), UNILATERAL OR BILATERAL FOR PELVIC BONE FRACTURE PATTERNS WHICH DO																																														   
G0412	00300	4	NOT DISRUPT THE PELVIC RING INCLUDES INTERNAL FIXATION, WHEN PERFORMED																																														   
G0413	00100	3	PERCUTANEOUS SKELETAL FIXATION OF POSTERIOR PELVIC BONE FRACTURE AND/OR	Pelvic ring fracture uni/bil	13				A																					C						0155	P3D		2					  0	20090101	20090101		N	   
G0413	00200	4	DISLOCATION, FOR FRACTURE PATTERNS WHICH DISRUPT THE PELVIC RING, UNILATERAL OR																																														   
G0413	00300	4	BILATERAL, (INCLUDES ILIUM, SACROILIAC JOINT AND/OR SACRUM)																																														   
G0414	00100	3	OPEN TREATMENT OF ANTERIOR PELVIC BONE FRACTURE AND/OR DISLOCATION FOR FRACTURE	Pelvic ring fx treat int fix	13				A																					C						0155	P3D		2					  0	20090101	20090101		N	   
G0414	00200	4	PATTERNS WHICH DISRUPT THE PELVIC RING, UNILATERAL OR BILATERAL, INCLUDES																																														   
G0414	00300	4	INTERNAL FIXATION WHEN PERFORMED (INCLUDES PUBIC SYMPHYSIS AND/OR																																														   
G0414	00400	4	SUPERIOR/INFERIOR RAMI)																																														   
G0415	00100	3	OPEN TREATMENT OF POSTERIOR PELVIC BONE FRACTURE AND/OR DISLOCATION, FOR	Open tx post pelvic fxcture	13				A																					C						0155	P3D		2					  0	20090101	20090101		N	   
G0415	00200	4	FRACTURE PATTERNS WHICH DISRUPT THE PELVIC RING, UNILATERAL OR BILATERAL,																																														   
G0415	00300	4	INCLUDES INTERNAL FIXATION, WHEN PERFORMED (INCLUDES ILIUM, SACROILIAC JOINT																																														   
G0415	00400	4	AND/OR SACRUM)																																														   
G0416	00100	3	SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION FOR PROSTATE NEEDLE	Sat biopsy prostate 1-20 spc	13				A								610													C							T1G		5					  0	20090101	20100101		N	   
G0416	00200	4	SATURATION BIOPSY SAMPLING, 1-20 SPECIMENS																																														   
G0417	00100	3	SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION FOR PROSTATE NEEDLE	Sat biopsy prostate 21-40	13				A								610													C							T1G		5					  0	20090101	20100101		N	   
G0417	00200	4	SATURATION BIOPSY SAMPLING, 21-40 SPECIMENS																																														   
G0418	00100	3	SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION FOR PROSTATE NEEDLE	Sat biopsy prostate 41-60	13				A								610													C							T1G		5					  0	20090101	20100101		N	   
G0418	00200	4	SATURATION BIOPSY SAMPLING, 41-60 SPECIMENS																																														   
G0419	00100	3	SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION FOR PROSTATE NEEDLE	Sat biopsy prostate: >60	13				A								610													C							T1G		5					  0	20090101	20100101		N	   
G0419	00200	4	SATURATION BIOPSY SAMPLING, GREATER THAN 60 SPECIMENS																																														   
G0420	00100	3	FACE-TO-FACE EDUCATIONAL SERVICES RELATED TO THE CARE OF CHRONIC KIDNEY	Ed svc CKD ind per session	11				A																					C							M1B		1					  0	20100101	20100101		N	   
G0420	00200	4	DISEASE; INDIVIDUAL, PER SESSION, PER ONE HOUR																																														   
G0421	00100	3	FACE-TO-FACE EDUCATIONAL SERVICES RELATED TO THE CARE OF CHRONIC KIDNEY	Ed svc CKD grp per session	11				A																					C							M1B		1					  0	20100101	20100101		N	   
G0421	00200	4	DISEASE; GROUP, PER SESSION, PER ONE HOUR																																														   
G0422	00100	3	INTENSIVE CARDIAC REHABILITATION; WITH OR WITHOUT CONTINUOUS ECG MONITORING	Intens cardiac rehab w/exerc	11				A																					C							M5D		1					  0	20100101	20100101		N	   
G0422	00200	4	WITH EXERCISE, PER SESSION																																														   
G0423	00100	3	INTENSIVE CARDIAC REHABILITATION; WITH OR WITHOUT CONTINUOUS ECG MONITORING;	Intens cardiac rehab no exer	11				A																					C							M5D		1					  0	20100101	20100101		N	   
G0423	00200	4	WITHOUT EXERCISE, PER SESSION																																														   
G0424	00100	3	PULMONARY REHABILITATION, INCLUDING EXERCISE (INCLUDES MONITORING), ONE HOUR,	Pulmonary rehab w exer	11				A																					C							M5D		1					  0	20100101	20100101		N	   
G0424	00200	4	PER SESSION, UP TO TWO SESSIONS PER DAY																																														   
G0425	00100	3	INITIAL INPATIENT TELEHEALTH CONSULTATION, TYPICALLY 30 MINUTES COMMUNICATING	Inpt telehealth consult 30m	13				A																					C							M6		3					  0	20100101	20100101		N	   
G0425	00200	4	WITH THE PATIENT VIA TELEHEALTH																																														   
G0426	00100	3	INITIAL INPATIENT TELEHEALTH CONSULTATION, TYPICALLY 50 MINUTES COMMUNICATING	Inpt telehealth consult 50m	13				A																					C							M6		3					  0	20100101	20100101		N	   
G0426	00200	4	WITH THE PATIENT VIA TELEHEALTH																																														   
G0427	00100	3	INITIAL INPATIENT TELEHEALTH CONSULTATION, TYPICALLY 70 MINUTES OR MORE	Inpt telehealth con 70/>m	13				A																					C							M6		3					  0	20100101	20100101		N	   
G0427	00200	4	COMMUNICATING WITH THE PATIENT VIA TELEHEALTH																																														   
G0428	00100	3	COLLAGEN MENISCUS IMPLANT PROCEDURE FOR FILLING MENISCAL DEFECTS (E.G., CMI,	Collagen Meniscus Implant	00				9																					M						0169	P1G		2					  0	20100525	20100525		A	   
G0428	00200	4	COLLAGEN SCAFFOLD, MENAFLEX)																																														   
G0429	00100	3	DERMAL FILLER INJECTION(S) FOR THE TREATMENT OF FACIAL LIPODYSTROPHY SYNDROME	Dermal filler injection(s)	13				A																					C							P6A		1					  0	20100323	20100323		A	   
G0429	00200	4	(LDS) (E.G., AS A RESULT OF HIGHLY ACTIVE ANTIRETROVIRAL THERAPY)																																														   
G0430	00100	3	DRUG SCREEN, QUALITATIVE; MULTIPLE DRUG CLASSES OTHER THAN CHROMATOGRAPHIC	Drug screen multi class	13				A								340								G0434					C							T1H		5					  0	20100101	20110101	20101231	D	   
G0430	00200	4	METHOD,  EACH PROCEDURE																																														   
G0431	00100	3	DRUG SCREEN, QUALITATIVE; MULTIPLE DRUG CLASSES BY HIGH COMPLEXITY TEST METHOD	Drug screen multip class	13				A								340													C							T1H		5					  0	20100101	20110101		C	   
G0431	00200	4	(E.G., IMMUNOASSAY, ENZYME ASSAY), PER PATIENT ENCOUNTER																																														   
G0432	00100	3	INFECTIOUS AGENT ANTIBODY DETECTION BY ENZYME IMMUNOASSAY (EIA) TECHNIQUE,	EIA HIV-1/HIV-2 screen	21				A								140	220												C						0164	T1H		9					  0	20091208	20091208		A	   
G0432	00200	4	HIV-1 AND/OR HIV-2, SCREENING																																														   
G0433	00100	3	INFECTIOUS AGENT ANTIBODY DETECTION BY ENZYME-LINKED IMMUNOSORBENT ASSAY	ELISA HIV-1/HIV-2 screen	21				A																					C						0164	T1H		9					  0	20091208	20091208		A	   
G0433	00200	4	(ELISA) TECHNIQUE, HIV-1 AND/OR HIV-2, SCREENING																																														   
G0434	00100	3	DRUG SCREEN, OTHER THAN CHROMATOGRAPHIC; ANY NUMBER OF DRUG CLASSES, BY CLIA	Drug screen multi drug class	21				A																					C							T1H		5					  0	20110101	20110101		A	   
G0434	00200	4	WAIVED TEST OR MODERATE COMPLEXITY TEST, PER PATIENT ENCOUNTER																																														   
G0435	00100	3	INFECTIOUS AGENT ANTIBODY DETECTION BY RAPID ANTIBODY TEST, HIV-1 AND/OR HIV-2,	Oral HIV-1/HIV-2 screen	21				A								140	220												C						0164	T1H		9					  0	20091208	20091208		A	   
G0435	00200	4	SCREENING																																														   
G0436	00100	3	SMOKING AND TOBACCO CESSATION COUNSELING VISIT FOR THE ASYMPTOMATIC PATIENT;	Tobacco-use counsel 3-10 min	13				A																					C							P5E		1					  0	20110101	20110101		A	   
G0436	00200	4	INTERMEDIATE, GREATER THAN 3 MINUTES, UP TO 10 MINUTES																																														   
G0437	00100	3	SMOKING AND TOBACCO CESSATION COUNSELING VISIT FOR THE ASYMPTOMATIC PATIENT;	Tobacco-use counsel>10min	13				A																					C							P5E		1					  0	20110101	20110101		A	   
G0437	00200	4	INTENSIVE, GREATER THAN 10 MINUTES																																														   
G0438	00100	3	ANNUAL WELLNESS VISIT; INCLUDES A PERSONALIZED PREVENTION PLAN OF SERVICE	PPPS, initial visit	13				A																					C							M5D		1					  0	20110101	20110101		A	   
G0438	00200	4	(PPS), INITIAL VISIT																																														   
G0439	00100	3	ANNUAL WELLNESS VISIT, INCLUDES A PERSONALIZED PREVENTION PLAN OF SERVICE	PPPS, subseq visit	13				A																					C							M5D		1					  0	20110101	20110101		A	   
G0439	00200	4	(PPS), SUBSEQUENT VISIT																																														   
G0440	00100	3	APPLICATION OF TISSUE CULTURED ALLOGENEIC SKIN SUBSTITUTE OR DERMAL SUBSTITUTE;	Skin/dermal subs init 25or<	13				A																					C							P6C		1					  0	20110101	20110101		A	   
G0440	00200	4	FOR USE ON LOWER LIMB, INCLUDES THE SITE PREPARATION AND DEBRIDEMENT IF																																														   
G0440	00300	4	PERFORMED; FIRST 25 SQ CM OR LESS																																														   
